26,1,213.71,662.14,64.89,24.85,0.85,-1,-1,-1
26,2,267.32,824.67,53.22,20.15,0.62,-1,-1,-1
27,1,225.16,654.18,63.38,24.21,0.86,-1,-1,-1
27,2,266.07,819.54,56.08,21.38,0.67,-1,-1,-1
28,1,237.74,646.49,61.73,23.44,0.73,-1,-1,-1
28,2,266.79,816.93,54.58,20.82,0.92,-1,-1,-1
29,1,251.29,639.69,63.27,23.97,0.84,-1,-1,-1
29,2,268.23,813.88,53.72,20.49,0.94,-1,-1,-1
30,1,261.27,633.26,64.37,24.44,0.75,-1,-1,-1
30,2,268.11,806.76,55.97,21.48,0.80,-1,-1,-1
31,1,273.77,627.37,62.00,23.49,0.70,-1,-1,-1
31,2,272.80,808.22,53.53,20.51,0.94,-1,-1,-1
32,1,287.04,619.32,64.14,24.30,0.90,-1,-1,-1
32,2,273.85,803.87,52.97,20.24,0.66,-1,-1,-1
33,1,299.13,613.84,62.91,23.81,0.85,-1,-1,-1
33,2,278.74,798.71,52.91,20.20,0.87,-1,-1,-1
34,1,310.34,610.57,61.91,23.37,0.61,-1,-1,-1
34,2,280.04,797.12,53.32,20.35,0.88,-1,-1,-1
35,1,326.49,601.32,61.31,23.06,0.84,-1,-1,-1
35,2,282.86,793.29,51.50,19.49,0.73,-1,-1,-1
36,1,337.94,598.68,61.38,23.09,0.76,-1,-1,-1
37,1,354.38,591.50,61.06,22.84,0.90,-1,-1,-1
37,2,286.79,786.58,51.94,19.65,0.93,-1,-1,-1
38,1,370.38,590.97,60.06,22.37,0.61,-1,-1,-1
38,2,292.75,784.33,52.88,19.98,0.91,-1,-1,-1
39,1,386.24,584.74,59.23,21.95,0.62,-1,-1,-1
39,2,293.87,779.87,53.26,20.11,0.91,-1,-1,-1
40,2,295.67,775.98,53.07,19.92,0.85,-1,-1,-1
41,2,298.72,775.03,56.01,21.07,0.95,-1,-1,-1
41,1,412.55,579.13,61.31,22.71,0.80,-1,-1,-1
42,2,304.84,769.27,54.83,20.60,0.62,-1,-1,-1
42,1,427.07,571.07,59.74,22.04,0.71,-1,-1,-1
43,2,309.96,765.37,53.72,20.09,0.76,-1,-1,-1
43,1,442.05,567.34,60.70,22.39,0.70,-1,-1,-1
44,2,313.09,758.91,54.45,20.35,0.78,-1,-1,-1
44,1,454.79,565.28,63.98,23.84,0.81,-1,-1,-1
45,2,316.72,758.25,57.69,21.71,0.84,-1,-1,-1
45,1,470.55,563.59,62.05,23.11,0.85,-1,-1,-1
46,2,322.46,755.23,55.67,20.92,0.61,-1,-1,-1
46,1,485.25,558.69,59.72,22.16,0.72,-1,-1,-1
47,2,328.25,750.34,53.57,20.00,0.84,-1,-1,-1
47,1,497.52,556.96,60.16,22.29,0.78,-1,-1,-1
48,2,333.46,744.63,57.32,21.51,0.80,-1,-1,-1
48,1,511.71,553.63,60.10,22.36,0.88,-1,-1,-1
49,2,337.37,740.33,58.53,22.05,0.82,-1,-1,-1
49,1,527.37,551.79,58.19,21.57,0.76,-1,-1,-1
50,2,342.91,736.56,58.76,22.21,0.94,-1,-1,-1
50,1,541.73,549.59,59.31,22.08,0.75,-1,-1,-1
51,2,351.62,731.38,56.06,21.05,0.71,-1,-1,-1
51,1,555.04,547.45,59.21,22.09,0.88,-1,-1,-1
52,2,355.79,727.55,56.54,21.25,0.82,-1,-1,-1
52,1,571.66,545.42,58.00,21.55,0.60,-1,-1,-1
53,2,364.84,724.73,54.41,20.34,0.73,-1,-1,-1
53,1,585.58,543.40,57.89,21.50,0.71,-1,-1,-1
54,2,373.98,719.18,54.66,20.32,0.68,-1,-1,-1
54,1,595.55,542.76,56.53,20.86,0.91,-1,-1,-1
55,2,382.48,713.47,55.19,20.53,0.64,-1,-1,-1
55,1,608.36,540.10,57.09,21.01,0.90,-1,-1,-1
56,2,392.38,708.34,57.55,21.46,0.66,-1,-1,-1
56,1,622.24,537.27,55.39,20.19,0.62,-1,-1,-1
57,1,637.67,535.16,59.27,21.80,0.77,-1,-1,-1
58,1,648.87,533.49,59.07,21.81,0.81,-1,-1,-1
58,2,410.79,700.78,57.52,21.39,0.65,-1,-1,-1
59,1,662.41,533.28,60.11,22.39,0.80,-1,-1,-1
59,2,421.61,693.62,57.76,21.53,0.92,-1,-1,-1
60,1,676.13,531.93,55.57,20.59,0.81,-1,-1,-1
60,2,429.87,688.52,58.07,21.70,0.75,-1,-1,-1
61,1,685.10,532.79,54.94,20.30,0.71,-1,-1,-1
61,2,440.64,682.78,56.32,21.01,0.79,-1,-1,-1
62,1,695.27,532.14,58.59,21.85,0.75,-1,-1,-1
62,2,453.90,677.89,54.90,20.31,0.60,-1,-1,-1
63,1,706.24,531.21,58.94,22.04,0.85,-1,-1,-1
63,2,462.95,672.39,56.44,20.95,0.89,-1,-1,-1
64,1,720.29,530.10,56.99,21.24,0.67,-1,-1,-1
64,2,474.61,667.68,58.59,21.82,0.78,-1,-1,-1
65,1,733.54,529.40,56.20,20.92,0.79,-1,-1,-1
65,2,486.88,660.61,58.77,21.96,0.66,-1,-1,-1
66,1,743.87,530.37,56.31,20.91,0.82,-1,-1,-1
66,2,502.02,653.34,55.47,20.66,0.66,-1,-1,-1
67,1,753.05,528.77,55.99,20.73,0.66,-1,-1,-1
67,2,518.48,648.00,53.20,19.60,0.89,-1,-1,-1
68,1,762.78,528.87,55.52,20.54,0.87,-1,-1,-1
68,2,532.88,643.03,56.13,20.70,0.84,-1,-1,-1
69,1,771.46,528.01,55.29,20.47,0.91,-1,-1,-1
69,2,545.43,636.71,57.96,21.41,0.93,-1,-1,-1
70,1,780.19,526.65,54.20,20.01,0.87,-1,-1,-1
70,2,560.09,631.18,57.13,21.06,0.84,-1,-1,-1
71,1,790.23,526.12,54.56,20.08,0.82,-1,-1,-1
71,2,574.53,625.64,56.97,21.09,0.70,-1,-1,-1
72,1,796.60,527.86,55.04,20.26,0.68,-1,-1,-1
72,2,590.14,618.40,55.23,20.35,0.86,-1,-1,-1
73,1,807.09,524.48,54.51,19.95,0.90,-1,-1,-1
73,2,608.61,612.82,54.29,19.88,0.84,-1,-1,-1
74,1,813.07,527.03,55.37,20.35,0.85,-1,-1,-1
74,2,622.42,609.45,60.68,22.47,0.81,-1,-1,-1
75,1,827.66,525.95,52.03,18.89,0.63,-1,-1,-1
75,2,637.85,602.04,58.54,21.73,0.89,-1,-1,-1
76,1,832.75,526.25,55.64,20.27,0.64,-1,-1,-1
77,1,838.90,524.27,53.61,19.41,0.69,-1,-1,-1
78,1,846.49,526.36,56.46,20.60,0.92,-1,-1,-1
78,2,692.22,587.10,57.10,21.22,0.82,-1,-1,-1
79,1,851.91,526.45,58.05,21.34,0.65,-1,-1,-1
79,2,709.80,582.06,58.83,21.96,0.68,-1,-1,-1
80,1,858.09,526.69,61.19,22.80,0.65,-1,-1,-1
80,2,726.78,573.92,57.42,21.48,0.84,-1,-1,-1
81,1,864.23,529.40,59.84,22.43,0.64,-1,-1,-1
81,2,743.44,570.91,58.27,21.93,0.62,-1,-1,-1
82,1,872.33,528.88,55.84,20.89,0.90,-1,-1,-1
82,2,762.41,567.11,58.03,21.92,0.74,-1,-1,-1
83,1,882.15,529.33,52.51,19.47,0.80,-1,-1,-1
83,2,783.63,561.17,53.83,20.09,0.89,-1,-1,-1
84,2,802.42,557.40,53.79,20.09,0.68,-1,-1,-1
85,2,819.14,551.85,58.04,21.92,0.85,-1,-1,-1
85,1,897.56,528.97,54.13,20.02,0.63,-1,-1,-1
86,2,838.93,546.26,57.43,21.81,0.67,-1,-1,-1
86,1,901.51,530.55,57.23,21.38,0.89,-1,-1,-1
87,2,860.30,543.90,56.94,21.61,0.84,-1,-1,-1
87,1,910.29,529.47,54.86,20.40,0.79,-1,-1,-1
88,2,879.71,540.39,56.18,21.38,0.61,-1,-1,-1
88,1,917.48,533.10,56.10,20.94,0.87,-1,-1,-1
89,2,900.77,533.46,55.34,21.02,0.65,-1,-1,-1
89,1,922.65,531.29,57.35,21.50,0.72,-1,-1,-1
90,2,924.27,527.97,54.02,20.45,0.71,-1,-1,-1
90,1,926.20,531.21,55.97,20.99,0.67,-1,-1,-1
91,2,940.72,526.38,58.10,22.19,0.72,-1,-1,-1
91,1,934.01,532.45,57.25,21.57,0.76,-1,-1,-1
92,2,963.77,521.70,54.35,20.60,0.76,-1,-1,-1
92,1,945.35,529.66,55.91,21.05,0.67,-1,-1,-1
93,2,984.37,522.34,56.05,21.31,0.87,-1,-1,-1
93,1,950.04,529.13,53.96,20.26,0.76,-1,-1,-1
94,2,1002.57,518.70,55.62,21.19,0.87,-1,-1,-1
94,1,952.94,528.26,56.14,21.25,0.78,-1,-1,-1
95,1,964.51,530.73,54.94,20.72,0.80,-1,-1,-1
96,1,971.34,530.01,55.74,20.96,0.81,-1,-1,-1
96,2,1045.34,513.66,58.24,22.47,0.67,-1,-1,-1
97,1,979.16,533.52,54.17,20.35,0.82,-1,-1,-1
97,2,1067.17,511.13,54.78,21.10,0.86,-1,-1,-1
98,1,986.04,531.53,54.09,20.39,0.77,-1,-1,-1
98,2,1091.80,509.33,52.93,20.30,0.86,-1,-1,-1
99,1,994.18,534.36,54.11,20.34,0.87,-1,-1,-1
99,2,1110.04,505.12,52.62,20.08,0.75,-1,-1,-1
100,2,1131.19,503.36,54.19,20.71,0.71,-1,-1,-1
101,2,1154.48,501.65,51.24,19.39,0.78,-1,-1,-1
101,1,1007.45,533.29,58.08,21.98,0.91,-1,-1,-1
102,2,1176.47,501.50,51.31,19.24,0.85,-1,-1,-1
102,1,1011.36,533.50,58.11,22.11,0.71,-1,-1,-1
106,4,1256.66,505.50,57.68,21.36,0.83,-1,-1,-1
106,1,1041.43,535.61,55.43,21.06,0.87,-1,-1,-1
107,1,1053.15,534.35,54.30,20.54,0.87,-1,-1,-1
108,1,1063.61,532.88,53.58,20.15,0.68,-1,-1,-1
109,1,1069.68,534.78,53.24,19.99,0.86,-1,-1,-1
110,1,1084.40,533.45,51.18,18.96,0.91,-1,-1,-1
111,1,1089.92,533.75,53.97,20.10,0.83,-1,-1,-1
112,1,1098.11,535.76,52.57,19.59,0.70,-1,-1,-1
112,8,1395.80,496.79,55.10,20.45,0.66,-1,-1,-1
114,1,1118.80,538.51,53.07,19.73,0.63,-1,-1,-1
115,1,1128.28,538.65,55.28,20.65,0.80,-1,-1,-1
116,1,1138.06,537.56,55.43,20.83,0.76,-1,-1,-1
116,10,1493.50,502.58,55.87,19.61,0.85,-1,-1,-1
117,1,1148.82,536.14,54.34,20.45,0.75,-1,-1,-1
118,1,1157.57,537.62,54.01,20.42,0.87,-1,-1,-1
119,1,1171.56,537.36,51.71,19.45,0.73,-1,-1,-1
120,1,1180.60,536.86,54.32,20.46,0.80,-1,-1,-1
121,1,1191.44,537.25,52.49,19.66,0.71,-1,-1,-1
122,1,1205.04,537.05,52.60,19.71,0.77,-1,-1,-1
123,1,1219.51,536.23,50.28,18.69,0.77,-1,-1,-1
125,18,1719.05,522.73,54.63,20.92,0.92,-1,-1,-1
125,1,1238.66,538.95,51.56,19.15,0.61,-1,-1,-1
126,1,1252.67,536.04,50.59,18.76,0.71,-1,-1,-1
127,1,1262.68,537.52,52.51,19.51,0.82,-1,-1,-1
128,1,1274.11,535.01,54.58,20.56,0.68,-1,-1,-1
129,1,1288.51,534.96,51.54,19.32,0.93,-1,-1,-1
131,22,1876.19,544.65,59.10,22.14,0.86,-1,-1,-1
131,1,1313.54,537.27,49.97,18.62,0.63,-1,-1,-1
132,22,1900.01,547.35,59.15,22.15,0.85,-1,-1,-1
132,1,1326.47,534.20,52.25,19.59,0.81,-1,-1,-1
133,1,1337.75,534.76,50.63,18.96,0.67,-1,-1,-1
134,1,1349.98,533.64,48.42,18.09,0.86,-1,-1,-1
135,1,1362.64,537.00,49.05,18.32,0.68,-1,-1,-1
136,1,1374.09,536.79,51.73,19.51,0.84,-1,-1,-1
137,1,1386.89,535.31,50.24,18.99,0.92,-1,-1,-1
138,1,1400.70,535.26,46.03,17.22,0.75,-1,-1,-1
139,1,1411.84,534.44,48.51,18.19,0.84,-1,-1,-1
140,1,1425.33,533.18,51.80,19.67,0.69,-1,-1,-1
141,1,1440.84,530.76,47.37,17.78,0.85,-1,-1,-1
142,1,1453.89,535.04,46.47,17.36,0.70,-1,-1,-1
143,1,1469.60,535.64,47.98,17.96,0.78,-1,-1,-1
144,1,1482.26,534.31,47.00,17.61,0.63,-1,-1,-1
145,1,1494.85,532.36,47.91,18.03,0.81,-1,-1,-1
146,1,1509.58,534.86,45.36,16.99,0.94,-1,-1,-1
147,1,1520.43,535.45,43.46,16.12,0.73,-1,-1,-1
148,1,1533.61,534.06,42.40,15.57,0.76,-1,-1,-1
149,1,1547.08,533.15,42.37,15.32,0.77,-1,-1,-1
150,1,1561.99,533.24,44.08,15.92,0.72,-1,-1,-1
151,1,1573.52,532.29,46.45,16.83,0.65,-1,-1,-1
152,1,1582.19,531.60,50.50,18.65,0.65,-1,-1,-1
153,1,1597.02,532.70,47.95,17.77,0.86,-1,-1,-1
154,1,1612.89,532.46,43.70,15.98,0.86,-1,-1,-1
155,1,1623.12,534.00,44.58,16.28,0.81,-1,-1,-1
158,1,1664.26,530.76,41.15,14.85,0.75,-1,-1,-1
159,1,1674.20,529.87,44.83,16.24,0.95,-1,-1,-1
160,1,1685.68,527.43,43.88,15.93,0.72,-1,-1,-1
161,1,1699.22,529.62,43.02,15.63,0.80,-1,-1,-1
162,1,1712.47,527.74,44.02,16.06,0.70,-1,-1,-1
163,1,1725.59,529.27,47.00,17.43,0.89,-1,-1,-1
164,1,1741.92,531.72,45.08,16.62,0.83,-1,-1,-1
165,1,1756.18,532.26,45.31,16.83,0.85,-1,-1,-1
167,1,1787.12,533.26,42.09,15.55,0.88,-1,-1,-1
168,1,1798.47,530.00,41.25,15.13,0.95,-1,-1,-1
169,1,1811.92,530.06,41.34,15.11,0.69,-1,-1,-1
170,1,1825.05,530.49,42.15,15.46,0.85,-1,-1,-1
171,1,1836.51,533.14,42.75,15.71,0.72,-1,-1,-1
172,1,1849.53,533.24,42.59,15.65,0.85,-1,-1,-1
173,1,1863.00,533.77,42.48,15.60,0.74,-1,-1,-1
174,1,1876.82,532.11,43.13,15.94,0.77,-1,-1,-1
175,1,1892.48,534.60,41.93,15.43,0.74,-1,-1,-1
176,1,1904.61,535.76,44.04,16.39,0.78,-1,-1,-1
177,1,1919.72,536.38,43.52,16.25,0.69,-1,-1,-1
